date,temperature,precipitation
2010-01-01,14.266046362962962,0.0
2010-01-02,13.992203734259258,0.001851851851851852
2010-01-03,13.829240791666665,0.05925925925925926
2010-01-04,13.807249988425925,0.0
2010-01-05,13.724842674537037,0.0
2010-01-06,13.600074105092594,0.0
2010-01-07,13.917435228240741,0.0
2010-01-08,13.975537047685185,0.0
2010-01-09,13.71211111574074,0.0
2010-01-10,13.12854632175926,0.0
2010-01-11,12.806787091203704,0.0
2010-01-12,13.646833410185186,0.13148148148148148
2010-01-13,14.051694497685185,0.09861111111111111
2010-01-14,14.3556296625,0.0
2010-01-15,14.227388891203704,0.0
2010-01-16,14.097990776388889,0.0
2010-01-17,13.576462987962962,0.0
2010-01-18,13.632944438425925,0.0
2010-01-19,13.943824133333335,0.0
2010-01-20,13.744981465277776,0.0
2010-01-21,13.868361118055555,0.0
2010-01-22,14.225537087962962,0.0
2010-01-23,14.989425925925927,0.0
2010-01-24,15.658638897685186,0.0
2010-01-25,16.719750013888888,0.0
2010-01-26,17.132713011574072,0.0
2010-01-27,17.31326853240741,0.0
2010-01-28,17.385490731481482,0.0
2010-01-29,18.109796266203706,0.0032407407407407406
2010-01-30,17.406324076388888,0.0
2010-01-31,15.759333368055556,0.0
2010-02-01,15.96257404861111,0.0
2010-02-02,16.365351848148148,0.0
2010-02-03,16.123685206018518,0.0
2010-02-04,16.604472266203704,0.0
2010-02-05,17.670212949074074,0.0
2010-02-06,19.17947224537037,0.0
2010-02-07,20.077157342592592,0.0
2010-02-08,19.927388842592592,0.24953703703703703
2010-02-09,18.589657393518518,0.22824074074074074
2010-02-10,18.120907398148148,0.028703703703703707
2010-02-11,18.187342560185183,0.031018518518518518
2010-02-12,17.71234261574074,0.0949074074074074
2010-02-13,17.73711115277778,0.0
2010-02-14,16.899611122685183,0.0
2010-02-15,17.62067591111111,0.016666666666666666
2010-02-16,18.325074074074074,0.0013888888888888892
2010-02-17,17.640351858796297,0.0
2010-02-18,16.647759247685183,0.0
2010-02-19,17.144981472222224,0.0
2010-02-20,18.080398180555555,0.0
2010-02-21,19.335722194444443,0.0
2010-02-22,20.77877773148148,0.016666666666666666
2010-02-23,20.207481386574074,0.06759259259259259
2010-02-24,20.574842564814816,0.001388888888888889
2010-02-25,21.029240689814817,0.0
2010-02-26,21.796370377314815,0.0
2010-02-27,23.181786974537037,0.0
2010-02-28,23.387342539351852,0.0
2010-03-01,23.887574,0.009722222222222222
2010-03-02,24.337111060185183,0.0
2010-03-03,23.65308320833333,0.0
2010-03-04,24.225305513888888,0.014351851851851852
2010-03-05,23.685953662037036,0.0
2010-03-06,22.998453657407406,0.0032407407407407406
2010-03-07,23.076462898148147,0.001851851851851852
2010-03-08,21.877851763888888,0.0
2010-03-09,22.08873145138889,0.0
2010-03-10,22.49729628472222,0.0
2010-03-11,22.821138886574076,0.0
2010-03-12,23.59961110648148,0.0
2010-03-13,24.550305499999997,0.0
2010-03-14,24.985722194444445,0.000925925925925926
2010-03-15,25.047527657407404,0.0
2010-03-16,25.273916680555555,0.009259259259259259
2010-03-17,25.903777745370373,0.000462962962962963
2010-03-18,26.357018398148146,0.0
2010-03-19,27.047990694444447,0.0
2010-03-20,28.15655538425926,0.0
2010-03-21,28.921833180555556,0.0
2010-03-22,29.280861055555558,0.0
2010-03-23,29.056092444444445,0.0
2010-03-24,29.556092467592592,0.0
2010-03-25,28.939888703703705,0.0
2010-03-26,29.320675856481483,0.0
2010-03-27,29.58711102777778,0.0
2010-03-28,29.199842402777776,0.0
2010-03-29,28.822296222222224,0.0
2010-03-30,28.847296189814813,0.001388888888888889
2010-03-31,28.46627772222222,0.001851851851851852
2010-04-01,28.751694296296296,0.0
2010-04-02,29.490814717592595,0.0
2010-04-03,29.649379495370372,0.0
2010-04-04,30.057018370370372,0.0
2010-04-05,30.535027560185185,0.0
2010-04-06,29.75863874074074,0.0
2010-04-07,29.685027555555553,0.0
2010-04-08,30.646601717592592,0.0
2010-04-09,32.2486849537037,0.0
2010-04-10,32.227388749999996,0.0
2010-04-11,32.37530547685186,0.0
2010-04-12,32.71558313888889,0.0074074074074074086
2010-04-13,32.277157217592595,0.006018518518518518
2010-04-14,32.535953569444445,0.0
2010-04-15,32.632018314814815,0.006481481481481481
2010-04-16,33.63062952314815,0.0
2010-04-17,33.99752763888889,0.000925925925925926
2010-04-18,34.062110986111115,0.010648148148148148
2010-04-19,32.92021287037037,0.016666666666666666
2010-04-20,33.68363863425926,0.0
2010-04-21,33.29266655092592,0.0032407407407407406
2010-04-22,32.68873124537037,0.0
2010-04-23,32.87900896296296,0.0
2010-04-24,32.1706758287037,0.0032407407407407406
2010-04-25,31.913499819444443,0.0
2010-04-26,33.119055439814815,0.006944444444444444
2010-04-27,33.154240495370374,0.0032407407407407406
2010-04-28,31.47993500925926,0.050462962962962966
2010-04-29,32.50840721759259,0.014814814814814815
2010-04-30,32.07437948148148,0.0212962962962963
2010-05-01,31.230860944444444,0.07731481481481482
2010-05-02,30.215814703703703,0.075
2010-05-03,30.934101662037037,0.006944444444444445
2010-05-04,32.25863874074074,0.001851851851851852
2010-05-05,32.42623133796297,0.0861111111111111
2010-05-06,31.396138824074075,0.11342592592592593
2010-05-07,28.585722157407407,0.3847222222222222
2010-05-08,29.92715725462963,0.000925925925925926
2010-05-09,31.674147981481482,0.0
2010-05-10,32.40099978703704,0.0
2010-05-11,33.125305375,0.0
2010-05-12,33.34382378703704,0.0
2010-05-13,34.35701828240741,0.0
2010-05-14,34.236184972222226,0.00925925925925926
2010-05-15,33.83086099537037,0.0
2010-05-16,34.58062951388889,0.0
2010-05-17,34.892666569444444,0.011111111111111112
2010-05-18,34.664657194444445,0.03518518518518519
2010-05-19,34.59775897685186,0.01064814814814815
2010-05-20,34.441740564814815,0.008333333333333333
2010-05-21,34.08410175,0.016203703703703706
2010-05-22,34.419055416666666,0.001388888888888889
2010-05-23,34.23178689814815,0.03657407407407407
2010-05-24,34.18849982407408,0.026388888888888892
2010-05-25,34.337573990740744,0.0032407407407407406
2010-05-26,34.77762010185185,0.02916666666666667
2010-05-27,34.30956475,0.15231481481481482
2010-05-28,33.08687955092592,0.13148148148148148
2010-05-29,32.81743514814815,0.051388888888888894
2010-05-30,31.658638685185185,0.06759259259259259
2010-05-31,33.38965716203703,0.0027777777777777783
2010-06-01,35.43618504166667,0.0
2010-06-02,36.14729607407407,0.0
2010-06-03,35.329009125,0.016203703703703703
2010-06-04,33.91766651388889,0.012037037037037035
2010-06-05,33.55539806481482,0.009259259259259259
2010-06-06,33.32877763425926,0.000462962962962963
2010-06-07,31.67322215277778,0.02777777777777778
2010-06-08,28.529240694444443,0.00462962962962963
2010-06-09,30.87646285185185,0.0
2010-06-10,32.764657282407406,0.0
2010-06-11,33.502388620370375,0.000462962962962963
2010-06-12,34.473222129629626,0.0
2010-06-13,34.29799060185185,0.008796296296296297
2010-06-14,33.238268356481484,0.034722222222222224
2010-06-15,34.08039800462963,0.014814814814814814
2010-06-16,31.898684930555557,0.07037037037037037
2010-06-17,33.49868506018519,0.15185185185185185
2010-06-18,34.20285172222222,0.13703703703703704
2010-06-19,34.97414796296297,0.059722222222222225
2010-06-20,35.66998128703704,0.07175925925925926
2010-06-21,35.6482220925926,0.0
2010-06-22,35.91164808333333,0.01574074074074074
2010-06-23,34.99058325,0.04953703703703704
2010-06-24,32.78595362037037,0.2518518518518518
2010-06-25,32.05979619907407,0.01712962962962963
2010-06-26,33.769749949074075,0.0625
2010-06-27,34.23109247685185,0.05555555555555555
2010-06-28,33.4211387962963,0.13518518518518519
2010-06-29,34.29127756481481,0.07546296296296297
2010-06-30,34.234333185185186,0.08518518518518518
2010-07-01,32.306555430555555,0.1486111111111111
2010-07-02,31.564888685185185,0.08935185185185185
2010-07-03,31.592666513888886,0.16157407407407406
2010-07-04,30.939657319444446,0.4583333333333333
2010-07-05,28.104009166666668,1.302314814814815
2010-07-06,28.6181295462963,0.8078703703703703
2010-07-07,29.51187950925926,0.40185185185185185
2010-07-08,30.930860962962964,0.062037037037037036
2010-07-09,31.11789798148148,0.350462962962963
2010-07-10,31.309101722222223,0.2722222222222222
2010-07-11,30.45678699537037,0.3726851851851852
2010-07-12,29.17692587037037,0.5750000000000001
2010-07-13,29.63479623611111,0.07731481481481482
2010-07-14,30.322527699074072,0.1388888888888889
2010-07-15,29.804009217592593,0.10416666666666667
2010-07-16,30.232249749999998,0.22870370370370371
2010-07-17,29.008175796296296,0.25
2010-07-18,29.692435050925926,0.6398148148148148
2010-07-19,27.551694430555557,1.2407407407407407
2010-07-20,26.97877772685185,2.2731481481481484
2010-07-21,27.57507399537037,1.9805555555555554
2010-07-22,27.794518449074076,0.24398148148148147
2010-07-23,29.490814726851852,0.18564814814814815
2010-07-24,29.198222125,0.41111111111111115
2010-07-25,28.72507399074074,0.21111111111111114
2010-07-26,28.932712907407407,0.3111111111111111
2010-07-27,26.708870328703707,0.3425925925925926
2010-07-28,28.291277680555556,0.32222222222222224
2010-07-29,28.855166611111112,0.4939814814814815
2010-07-30,27.63988888888889,0.5231481481481481
2010-07-31,26.72854625462963,0.9791666666666666
2010-08-01,27.252157416666666,0.3939814814814815
2010-08-02,27.596370300925926,0.2555555555555556
2010-08-03,27.992203652777775,0.16666666666666666
2010-08-04,28.53363881481481,0.38472222222222224
2010-08-05,27.779935175925925,0.26064814814814813
2010-08-06,29.86836097685185,0.033796296296296297
2010-08-07,29.394055537037037,0.03287037037037037
2010-08-08,29.61674063888889,0.06527777777777778
2010-08-09,30.249379462962963,0.09814814814814815
2010-08-10,29.752388791666665,0.3902777777777778
2010-08-11,28.629472189814816,0.3425925925925926
2010-08-12,27.932018416666665,0.4444444444444444
2010-08-13,28.06766658796296,0.5967592592592593
2010-08-14,27.91535173611111,0.4078703703703703
2010-08-15,28.139194416666665,0.45601851851851855
2010-08-16,28.251694384259256,0.2555555555555556
2010-08-17,28.646833296296297,0.38055555555555554
2010-08-18,27.995675870370373,0.813888888888889
2010-08-19,26.913036944444443,0.9226851851851853
2010-08-20,27.368824069444443,0.5745370370370371
2010-08-21,27.03919435185185,0.5393518518518519
2010-08-22,26.40262035185185,0.5652777777777778
2010-08-23,27.320675861111113,0.5046296296296297
